"cnpj","nome_coop","auditorIndependente","data_coleta","mudou_auditor","situacao","uf","endereco_eletronico","segmento_prudencial","numeroAgencias","Ativo_Total","Patrimonio_Liquido","Despesas_Operacionais","Sobras","regiao","municipio","classe","criterio_de_associacao","categ_coop_sing","filiacao","big_four","Receitas_Operacionais","PECLD","data_inicio_atividades","idade_em_2022","total_de_cooperados","cooperados_pf","cooperados_pj"
2104058,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL","PADRAO AUDITORIA S/S","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,1592841887,937505520,-67411328,26924867,"Sudeste","CACAPAVA","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,62093051,-17478963,1997-08-25,25,812,812,0
49091119,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS","PADRAO AUDITORIA S/S","10/2021",0,"Autorizada em Atividade","SP","www.cooperskf.com.br","S5",0,2418841482,1220236337,-61405388,32400988,"Sudeste","CAJAMAR","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,72573798,-8142040,1970-06-03,52,1133,1132,1
6369729,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI","ANEND AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC",NA,"S5",0,288824912,73750035,-27637814,4607543,"Sul","OTACILIO COSTA","Singular","Empregados ou Servidores","Clássica",NA,0,25586247,-11116004,2004-06-29,18,1234,1230,4
20833992,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA","COOPERAUDI AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","MG","www.credipaiva.com.br","S5",0,162932232,70091243,-21858377,-1252874,"Sudeste","BELO HORIZONTE","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,28423598,-700508,1985-02-25,37,439,438,1
5292849,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED","ANEND AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SP","www.aerocred.org.br","S5",0,543668566,314851451,-34714905,8843006,"Sudeste","GUARULHOS","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,32861149,-17495022,2002-07-30,20,430,426,4
3674133,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP","PADRAO AUDITORIA S/S","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,903447522,177111779,-53087272,-23304749,"Sudeste","SAO PAULO","Singular","Atividade Profissional","Clássica",NA,0,59435573,-16555167,2000-02-23,22,536,536,0
45421856,"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FÁBRICA DE CIMENTO VOTORAN","CONTROL AUDITORIA E CONTABILIDADE","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,84990014,29351408,-18599584,-50003095,"Sudeste","VOTORANTIM","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,5202909,-2265747,1974-01-02,48,199,199,0
6077760,"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN","PADRAO AUDITORIA S/S","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,1120751119,628091776,-35948007,20542628,"Sudeste","RIO CLARO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,48558690,-5394535,2003-12-22,19,702,702,0
7651495,"COOPERATIVA DE CRéDITO MúTUO DOS FUNCIONáRIOS PúBLICOS DO PODER JUDICIáRIO DA CAPITAL DO ESTADO DE SãO PAULO  SICOOB JUDCRED","CONTROL AUDITORIA E CONTABILIDADE","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,978998290,275700688,-50124020,5585349,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,52407669,-7983295,2005-10-07,17,475,474,1
2083914,"COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL","D'AGOSTINI CONSULTORIA E AUDITORIA S/S","10/2021",0,"Autorizada em Atividade","ES","www.credfederal.coop.br","S5",1,2671116848,442967172,-101826849,20187176,"Sudeste","VILA VELHA","Singular","Empregados ou Servidores","Clássica",NA,0,136883797,-21758047,1997-08-13,25,410,405,5
1709266,"COOPERATIVA DE CRéDITO MúTUO DOS PROFISSIONAIS DA SAúDE E LIVRE ADMISSãO DE TEóFILO OTONI LTDA. - UNICRED TRêS VALES","SACHO - AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","MG","www.unicredmg.com.br","S5",0,12523324988,799329382,-227084982,50969132,"Sudeste","TEOFILO OTONI","Singular","Livre Admissão","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,295890809,-97444022,1996-11-29,26,1074,780,294
71163315,"COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS","SACHO - AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","MG","www.unicred.com.br/setelagoas","S5",1,34647045210,1803836266,-404740623,53958769,"Sudeste","SETE LAGOAS","Singular","Atividade Profissional","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,513077230,-107158016,1993-09-30,29,2516,2029,487
53800488,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO","SERGIO NOBORU OUTAKA","10/2021",0,"Autorizada em Atividade","SP","www.cooperhidro.org.br","S5",0,2319951863,523435773,-64948866,708971,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica",NA,0,68785129,-26227714,1984-09-19,38,617,616,1
73092827,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","SP","www.sicoobcoopemesp.com.br","S5",0,5365115711,1703520660,-231989693,23645238,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,219038520,-44363044,1993-11-17,29,1277,1276,1
5969937,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,1103025056,286128133,-59734041,6161031,"Sudeste","BEBEDOURO","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,61339463,-8034769,2003-09-30,19,1026,1024,2
74248949,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA","MARCELINO VASCONCELOS BARROSO","10/2021",0,"Autorizada em Atividade","SP","www.credivista.com.br","S5",0,16769124421,2115493356,-240880512,76819339,"Sudeste","SAO JOAO DA BOA VISTA","Singular","Empregados ou Servidores","Clássica",NA,0,330555266,-63241877,1994-01-05,28,3264,3256,8
881829,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV","FABRICIO KOEKE","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,372990923,137019033,-44167192,3117157,"Sudeste","JABOTICABAL","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,36173163,-6405746,1995-09-13,27,463,461,2
6942423,"COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI","ANEND AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","PR","www.coopcrefi.com.br","S5",0,280302443,117967745,-8910092,7446853,"Sul","CURITIBA","Singular","Empregados ou Servidores","Clássica",NA,0,19848019,-3307251,2004-08-02,18,907,905,2
86803939,"COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR","ERNST & YOUNG AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","RJ","www.unicred.com.br/serramar","S5",14,89871055631,3241122599,-1963938726,-64681788,"Sudeste","RIO DE JANEIRO","Singular","Atividade Profissional","Clássica","UNICRED CENTRAL RJ/MT",1,1892460908,-548693285,1994-02-25,28,9071,7442,1629
5745533,"COOPERATIVA DE CRÉDITO RURAL  E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","RS",NA,"S5",2,5286033594,384432299,-149232508,-5224841,"Sul","ITATIBA DO SUL","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,158039605,-50700895,2003-06-25,19,2764,2574,190
44373041,"COOPERATIVA DE CRÉDITO RURAL - CREDICANA","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S","10/2021",0,"Autorizada em Atividade","SP","www.credicana.com.br","S5",0,15400059225,1353292560,-186398267,1333306,"Sudeste","ASSIS","Singular","Produtor Rural","Clássica",NA,0,189760068,-9338022,1970-03-02,52,640,601,39
9244973,"COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC","IDERALDO LUIZ AGOSTINHO DE MORAES","10/2021",0,"Autorizada em Atividade","SE","www.sistemaascoob.com.br","S5",0,861544125,107409458,-38680118,5044884,"Nordeste",NA,NA,NA,NA,NA,0,49594211,-9348929,2007-12-03,15,NA,NA,NA
2025743,"COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPERAR","IDERALDO LUIZ AGOSTINHO DE MORAES","10/2021",0,"Autorizada em Atividade","BA","sistemaascoob.com.br","S5",5,3907594765,162111318,-228525539,-194665688,"Nordeste","ARACI","Singular","Produtor Rural","Clássica","CC ASCOOB CENTRAL",0,266359834,-57084026,1997-08-01,25,39210,37128,2082
7215632,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA ALTERNATIVA  CRESOL ALTERNATIVA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",5,15741960213,1112480024,-492852284,51063696,"Sul","APIUNA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,546997354,-107155642,2005-02-04,17,5226,4435,791
5211129,"COOPERATIVA DE CRéDITO RURAL COM INTERAçãO SOLIDáRIA CENTRO NORTE - CRESOL CENTRO NORTE","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","RS","http://cresolsicoper.com.br/","S5",5,12156922365,541608635,-248037857,42654098,"Sul","MARCELINO RAMOS","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,292141748,-58119195,2002-07-25,20,3601,3148,453
2910987,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CENTRO-SUL RS/MS - CRESOL CENTRO-SUL RS/MS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","RS","http://cresolsicoper.com.br/","S5",10,78452440144,6201430612,-1747857884,511579968,"Sul","ERECHIM","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,2322174424,-1109192385,1998-12-03,24,16161,13822,2339
7252614,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CONFIANÇA  CRESOL CONFIANÇA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","RS","http://cresolsicoper.com.br/","S5",6,29659945767,1291730970,-618239397,127365885,"Sul","PAIM FILHO","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,781954678,-229800042,2005-02-24,17,5511,4937,574
5983995,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",8,24289334984,994631349,-607801743,18280657,"Sul","HUMAITA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,761688461,-215758054,2003-11-04,19,12721,11538,1183
5494591,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",3,20540586078,1154385748,-408137856,2954226,"Sul","ALFREDO WAGNER","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,463584631,-190157190,2003-01-27,19,6346,5779,567
1155801,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",6,22431165238,1642670753,-566376183,94471260,"Sul","CURITIBANOS","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,709817940,-284761687,1996-04-15,26,7245,6371,874
4261151,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",4,28805518419,1967848586,-707838969,115371167,"Sul","DONA EMMA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,849700848,-165819962,2001-01-15,21,9828,8890,938
8488377,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",8,24308207666,1210679674,-671915662,13187537,"Sul","GUARANI DAS MISSOES","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,754457522,-217929841,2006-10-27,16,8523,7628,895
10453077,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE POUSO REDONDO - CRESOL POUSO REDONDO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",3,15774803022,1107346399,-402955451,12105804,"Sul","POUSO REDONDO","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,485083559,-165078410,2008-10-24,14,6121,5656,465
6031727,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",15,45911329985,2424147297,-1312931722,186055157,"Sul","SANTO CRISTO","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,1547181476,-497398605,2003-11-28,19,20231,18049,2182
7465539,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",4,21702956103,1803669812,-532184249,28858270,"Sul","WITMARSUM","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,637635654,-303378649,2005-06-27,17,6484,5747,737
4622657,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA GERAÇÕES  CRESOL GERAÇÕES","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","RS",NA,"S5",14,50939175735,2765536968,-1084605250,236452891,"Sul","TENENTE PORTELA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,1316181660,-505588849,2001-08-20,21,12599,10747,1852
7946451,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA MEIO OESTE - CRESOL MEIO OESTE","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",12,21996917866,1119914702,-585299189,16278659,"Sul","TANGARA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,747611991,-225494754,2006-04-11,16,8418,7335,1083
2766672,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA PLANALTO SERRANO  CRESOL PLANALTO SERRANO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",5,20365193070,1565036866,-542264991,27472311,"Sul","SAO JOAQUIM","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,666217690,-190257002,1998-10-01,24,7339,6614,725
17343510,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA RAIZ  CRESOL RAIZ","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",12,40449483684,1702986624,-804628624,212255058,"Sul","FREDERICO WESTPHALEN","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,1080720038,-228857415,2012-12-07,10,12454,11010,1444
9433005,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA VALE DO CONTESTADO - CRESOL VALE DO CONTESTADO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",5,10310017258,630689645,-385269373,64449088,"Sul","IRINEOPOLIS","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,382354400,-251099632,2008-03-07,14,4890,4213,677
1073966,"COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES","10/2021",0,"Autorizada em Atividade","SC","www.sulcrediab.com.br","S5",15,33352953221,3192173917,-1030063042,51772160,"Sul","ABELARDO LUZ","Singular","Produtor Rural","Clássica",NA,0,1126894894,-496672024,1996-01-22,26,14649,13097,1552
7853842,"COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES","10/2021",0,"Autorizada em Atividade","SC","www.sulcredi.com.br/ouro/","S5",5,9902007501,450879287,-310414081,-585060567,"Sul","OURO","Singular","Produtor Rural","Clássica",NA,0,866808365,-723786063,2006-02-21,16,4347,3949,398
1330387,"COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS","ANEND AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","PR","www.crehnor.com.br","S5",3,1417182001,82241920,-49878596,-101250481,"Sul","LARANJEIRAS DO SUL","Singular","Produtor Rural","Clássica",NA,0,43261858,-9411654,1996-07-09,26,4218,4073,145
8253539,"COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES","10/2021",0,"Autorizada em Atividade","SC","www.sulcredi.coop.br","S5",5,20452754409,1290531096,-757416388,-114355797,"Sul","SAO MIGUEL D'OESTE","Singular","Produtor Rural","Clássica",NA,0,825821156,-231493516,2006-08-24,16,6141,5340,801
8482873,"COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE","LAURO ANGELO CERUTTI","10/2021",0,"Autorizada em Atividade","AL",NA,"S5",0,203002941,65881276,-30515461,-21422822,"Nordeste","IGACI","Singular","Produtor Rural","Clássica",NA,0,14273752,-17149918,2006-11-10,16,1179,1135,44
7564184,"COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL","IDERALDO LUIZ AGOSTINHO DE MORAES","10/2021",0,"Autorizada em Atividade","AL","www.sistemaascoob.com.br","S5",1,971522397,153364671,-63013849,6356174,"Nordeste","PAO DE ACUCAR","Singular","Produtor Rural","Clássica","CC ASCOOB CENTRAL",0,77767703,-14472691,2005-08-10,17,5355,5090,265
50334234,"COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ","PAULO SERGIO SANGIORGIO","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,101566869,37766984,-15043669,-10585087,"Sudeste","PORTO FELIZ","Singular","Produtor Rural","Capital e Empréstimo",NA,0,9738680,-9278363,1978-10-05,44,122,121,1
49654502,"COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,22336455145,7893992677,-292646313,302759397,"Sudeste","CATANDUVA","Singular","Produtor Rural","Capital e Empréstimo",NA,0,536753314,-1582518879,1978-03-10,44,2588,2541,47
52623311,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA","PAULO SERGIO SANGIORGIO","10/2021",0,"Autorizada em Atividade","SP",NA,"S5",0,1243798723,771515388,-29957465,29650172,"Sudeste","IGARAPAVA","Singular","Produtor Rural","Capital e Empréstimo",NA,0,28958277,-28269489,1983-06-10,39,371,368,3
12272183,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS","D'AGOSTINI CONSULTORIA E AUDITORIA S/S","10/2021",0,"Autorizada em Atividade","AL","www.coplan.coop.br","S5",0,4650185346,1961973667,-168132215,-74250003,"Nordeste","MACEIO","Singular","Produtor Rural","Clássica",NA,0,94150496,-53758723,1969-10-01,53,707,702,5
5425526,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CONCÓRDIA - CRESOL CONCÓRDIA","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",6,14552122325,789417466,-356257339,-6242563,"Sul","CONCORDIA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,405171098,-206306869,2002-12-03,20,5796,5270,526
4565791,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA  CRESOL ARATIBA","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","RS",NA,"S5",4,19084202936,930664344,-389133619,30735127,"Sul","ARATIBA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,444682331,-218748865,2001-07-13,21,5683,5310,373
2904138,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","RS",NA,"S5",3,8119392712,510510462,-203960653,-2197662,"Sul","AUREA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,261367525,-190187885,1998-12-03,24,3889,3700,189
5241145,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","RS",NA,"S5",5,16874184719,984482598,-425002231,58687140,"Sul","GETULIO VARGAS","Singular","Produtor Rural","Clássica","CCCR CRESOL CENTRAL BRASIL",0,520435991,-223921771,2002-08-22,20,5589,5181,408
9463721,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",2,7636627144,367096349,-211597308,20285749,"Sul","JACINTO MACHADO","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,233034836,-62122159,2008-03-26,14,3642,3238,404
2904125,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","RS",NA,"S5",11,18612307991,1010530798,-474793094,-46437200,"Sul","JACUTINGA","Singular","Produtor Rural","Clássica","CCCR CRESOL CENTRAL BRASIL",0,532550490,-376901852,1998-12-01,24,8188,7597,591
5410056,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JAGUARUNA  CRESOL JAGUARUNA","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",4,10580194226,663405849,-334248533,35905819,"Sul","JAGUARUNA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,396045870,-133658357,2002-11-12,20,7002,6304,698
3015152,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SÃO VALENTIM - CRESOL SÃO VALENTIM","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","RS",NA,"S5",5,13594949954,800874522,-283130320,33940059,"Sul","SAO VALENTIM","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,335152629,-102514203,1999-03-02,23,5409,5040,369
5863726,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",1,"Autorizada em Atividade","RS",NA,"S5",23,78225672505,3570677343,-1540805866,68346862,"Sul","SANANDUVA","Singular","Produtor Rural","Clássica","CCCR CRESOL CENTRAL BRASIL",0,1879516638,-631985268,2003-08-27,19,29967,27728,2239
4013172,"COOPERATIVA DE CRÉDITO SICOOB CRED-ACIF","MOORE PRISMA AUDITORES INDEPENDENTES","10/2021",0,"Autorizada em Atividade","SP","www.credacif.com.br","S5",10,113010413663,2892169802,-1617359358,167179212,"Sudeste","FRANCA","Singular","Livre Admissão","Clássica","CCC ESTADO SP - CECRESP",0,1711769065,-632333657,2000-08-21,22,10446,6195,4251
